char_idx,char,top_left_x,top_left_y,width,height,char_idx_in_line,line_idx,page,word_idx,word_idx_in_line,word,question_image_version
0,T,85.0,92.0,14.405063291139241,33,0,0,question_8111,0,0,This,question_images_version_1
1,h,99.40506329113924,92.0,14.405063291139241,33,1,0,question_8111,0,0,This,question_images_version_1
2,i,113.81012658227849,92.0,14.405063291139241,33,2,0,question_8111,0,0,This,question_images_version_1
3,s,128.21518987341773,92.0,14.405063291139241,33,3,0,question_8111,0,0,This,question_images_version_1
4, ,142.62025316455697,92.0,14.405063291139241,33,4,0,question_8111,0,0,,question_images_version_1
5,i,157.0253164556962,92.0,14.405063291139241,33,5,0,question_8111,1,1,is,question_images_version_1
6,s,171.43037974683546,92.0,14.405063291139241,33,6,0,question_8111,1,1,is,question_images_version_1
7, ,185.8354430379747,92.0,14.405063291139241,33,7,0,question_8111,1,1,,question_images_version_1
8,a,200.24050632911394,92.0,14.405063291139241,33,8,0,question_8111,2,2,a,question_images_version_1
9, ,214.64556962025318,92.0,14.405063291139241,33,9,0,question_8111,2,2,,question_images_version_1
10,v,229.05063291139243,92.0,14.405063291139241,33,10,0,question_8111,3,3,very,question_images_version_1
11,e,243.45569620253167,92.0,14.405063291139241,33,11,0,question_8111,3,3,very,question_images_version_1
12,r,257.8607594936709,92.0,14.405063291139241,33,12,0,question_8111,3,3,very,question_images_version_1
13,y,272.26582278481015,92.0,14.405063291139241,33,13,0,question_8111,3,3,very,question_images_version_1
14, ,286.6708860759494,92.0,14.405063291139241,33,14,0,question_8111,3,3,,question_images_version_1
15,l,301.07594936708864,92.0,14.405063291139241,33,15,0,question_8111,4,4,long,question_images_version_1
16,o,315.4810126582279,92.0,14.405063291139241,33,16,0,question_8111,4,4,long,question_images_version_1
17,n,329.8860759493671,92.0,14.405063291139241,33,17,0,question_8111,4,4,long,question_images_version_1
18,g,344.29113924050637,92.0,14.405063291139241,33,18,0,question_8111,4,4,long,question_images_version_1
19, ,358.6962025316456,92.0,14.405063291139241,33,19,0,question_8111,4,4,,question_images_version_1
20,q,373.10126582278485,92.0,14.405063291139241,33,20,0,question_8111,5,5,question,question_images_version_1
21,u,387.5063291139241,92.0,14.405063291139241,33,21,0,question_8111,5,5,question,question_images_version_1
22,e,401.91139240506334,92.0,14.405063291139241,33,22,0,question_8111,5,5,question,question_images_version_1
23,s,416.3164556962026,92.0,14.405063291139241,33,23,0,question_8111,5,5,question,question_images_version_1
24,t,430.7215189873418,92.0,14.405063291139241,33,24,0,question_8111,5,5,question,question_images_version_1
25,i,445.12658227848107,92.0,14.405063291139241,33,25,0,question_8111,5,5,question,question_images_version_1
26,o,459.5316455696203,92.0,14.405063291139241,33,26,0,question_8111,5,5,question,question_images_version_1
27,n,473.93670886075955,92.0,14.405063291139241,33,27,0,question_8111,5,5,question,question_images_version_1
28, ,488.3417721518988,92.0,14.405063291139241,33,28,0,question_8111,5,5,,question_images_version_1
29,t,502.74683544303804,92.0,14.405063291139241,33,29,0,question_8111,6,6,that,question_images_version_1
30,h,517.1518987341773,92.0,14.405063291139241,33,30,0,question_8111,6,6,that,question_images_version_1
31,a,531.5569620253165,92.0,14.405063291139241,33,31,0,question_8111,6,6,that,question_images_version_1
32,t,545.9620253164557,92.0,14.405063291139241,33,32,0,question_8111,6,6,that,question_images_version_1
33, ,560.3670886075948,92.0,14.405063291139241,33,33,0,question_8111,6,6,,question_images_version_1
34,i,574.772151898734,92.0,14.405063291139241,33,34,0,question_8111,7,7,is,question_images_version_1
35,s,589.1772151898732,92.0,14.405063291139241,33,35,0,question_8111,7,7,is,question_images_version_1
36, ,603.5822784810124,92.0,14.405063291139241,33,36,0,question_8111,7,7,,question_images_version_1
37,c,617.9873417721516,92.0,14.405063291139241,33,37,0,question_8111,8,8,completely,question_images_version_1
38,o,632.3924050632908,92.0,14.405063291139241,33,38,0,question_8111,8,8,completely,question_images_version_1
39,m,646.79746835443,92.0,14.405063291139241,33,39,0,question_8111,8,8,completely,question_images_version_1
40,p,661.2025316455691,92.0,14.405063291139241,33,40,0,question_8111,8,8,completely,question_images_version_1
41,l,675.6075949367083,92.0,14.405063291139241,33,41,0,question_8111,8,8,completely,question_images_version_1
42,e,690.0126582278475,92.0,14.405063291139241,33,42,0,question_8111,8,8,completely,question_images_version_1
43,t,704.4177215189867,92.0,14.405063291139241,33,43,0,question_8111,8,8,completely,question_images_version_1
44,e,718.8227848101259,92.0,14.405063291139241,33,44,0,question_8111,8,8,completely,question_images_version_1
45,l,733.2278481012651,92.0,14.405063291139241,33,45,0,question_8111,8,8,completely,question_images_version_1
46,y,747.6329113924043,92.0,14.405063291139241,33,46,0,question_8111,8,8,completely,question_images_version_1
47, ,762.0379746835434,92.0,14.405063291139241,33,47,0,question_8111,8,8,,question_images_version_1
48,u,776.4430379746826,92.0,14.405063291139241,33,48,0,question_8111,9,9,"useless,",question_images_version_1
49,s,790.8481012658218,92.0,14.405063291139241,33,49,0,question_8111,9,9,"useless,",question_images_version_1
50,e,805.253164556961,92.0,14.405063291139241,33,50,0,question_8111,9,9,"useless,",question_images_version_1
51,l,819.6582278481002,92.0,14.405063291139241,33,51,0,question_8111,9,9,"useless,",question_images_version_1
52,e,834.0632911392394,92.0,14.405063291139241,33,52,0,question_8111,9,9,"useless,",question_images_version_1
53,s,848.4683544303786,92.0,14.405063291139241,33,53,0,question_8111,9,9,"useless,",question_images_version_1
54,s,862.8734177215177,92.0,14.405063291139241,33,54,0,question_8111,9,9,"useless,",question_images_version_1
55,",",877.2784810126569,92.0,14.405063291139241,33,55,0,question_8111,9,9,"useless,",question_images_version_1
56, ,891.6835443037961,92.0,14.405063291139241,33,56,0,question_8111,9,9,,question_images_version_1
57,b,906.0886075949353,92.0,14.405063291139241,33,57,0,question_8111,10,10,but,question_images_version_1
58,u,920.4936708860745,92.0,14.405063291139241,33,58,0,question_8111,10,10,but,question_images_version_1
59,t,934.8987341772137,92.0,14.405063291139241,33,59,0,question_8111,10,10,but,question_images_version_1
60, ,949.3037974683529,92.0,14.405063291139241,33,60,0,question_8111,10,10,,question_images_version_1
61,w,963.708860759492,92.0,14.405063291139241,33,61,0,question_8111,11,11,we,question_images_version_1
62,e,978.1139240506312,92.0,14.405063291139241,33,62,0,question_8111,11,11,we,question_images_version_1
63, ,992.5189873417704,92.0,14.405063291139241,33,63,0,question_8111,11,11,,question_images_version_1
64,n,1006.9240506329096,92.0,14.405063291139241,33,64,0,question_8111,12,12,need,question_images_version_1
65,e,1021.3291139240488,92.0,14.405063291139241,33,65,0,question_8111,12,12,need,question_images_version_1
66,e,1035.734177215188,92.0,14.405063291139241,33,66,0,question_8111,12,12,need,question_images_version_1
67,d,1050.1392405063273,92.0,14.405063291139241,33,67,0,question_8111,12,12,need,question_images_version_1
68, ,1064.5443037974665,92.0,14.405063291139241,33,68,0,question_8111,12,12,,question_images_version_1
69,i,1078.9493670886056,92.0,14.405063291139241,33,69,0,question_8111,13,13,it,question_images_version_1
70,t,1093.3544303797448,92.0,14.405063291139241,33,70,0,question_8111,13,13,it,question_images_version_1
71, ,1107.759493670884,92.0,14.405063291139241,33,71,0,question_8111,13,13,,question_images_version_1
72,t,1122.1645569620232,92.0,14.405063291139241,33,72,0,question_8111,14,14,to,question_images_version_1
73,o,1136.5696202531624,92.0,14.405063291139241,33,73,0,question_8111,14,14,to,question_images_version_1
74, ,1150.9746835443016,92.0,14.405063291139241,33,74,0,question_8111,14,14,,question_images_version_1
75,t,1165.3797468354408,92.0,14.405063291139241,33,75,0,question_8111,15,15,test,question_images_version_1
76,e,1179.78481012658,92.0,14.405063291139241,33,76,0,question_8111,15,15,test,question_images_version_1
77,s,1194.1898734177191,92.0,14.405063291139241,33,77,0,question_8111,15,15,test,question_images_version_1
78,t,1208.5949367088583,92.0,14.405063291139241,33,78,0,question_8111,15,15,test,question_images_version_1
79,h,85.0,187.7,14.4,33,0,1,question_8111,16,0,how,question_images_version_1
80,o,99.4,187.7,14.4,33,1,1,question_8111,16,0,how,question_images_version_1
81,w,113.80000000000001,187.7,14.4,33,2,1,question_8111,16,0,how,question_images_version_1
82, ,128.20000000000002,187.7,14.4,33,3,1,question_8111,16,0,,question_images_version_1
83,a,142.60000000000002,187.7,14.4,33,4,1,question_8111,17,1,a,question_images_version_1
84, ,157.00000000000003,187.7,14.4,33,5,1,question_8111,17,1,,question_images_version_1
85,t,171.40000000000003,187.7,14.4,33,6,1,question_8111,18,2,two-line,question_images_version_1
86,w,185.80000000000004,187.7,14.4,33,7,1,question_8111,18,2,two-line,question_images_version_1
87,o,200.20000000000005,187.7,14.4,33,8,1,question_8111,18,2,two-line,question_images_version_1
88,-,214.60000000000005,187.7,14.4,33,9,1,question_8111,18,2,two-line,question_images_version_1
89,l,229.00000000000006,187.7,14.4,33,10,1,question_8111,18,2,two-line,question_images_version_1
90,i,243.40000000000006,187.7,14.4,33,11,1,question_8111,18,2,two-line,question_images_version_1
91,n,257.80000000000007,187.7,14.4,33,12,1,question_8111,18,2,two-line,question_images_version_1
92,e,272.20000000000005,187.7,14.4,33,13,1,question_8111,18,2,two-line,question_images_version_1
93, ,286.6,187.7,14.4,33,14,1,question_8111,18,2,,question_images_version_1
94,q,301.0,187.7,14.4,33,15,1,question_8111,19,3,question,question_images_version_1
95,u,315.4,187.7,14.4,33,16,1,question_8111,19,3,question,question_images_version_1
96,e,329.79999999999995,187.7,14.4,33,17,1,question_8111,19,3,question,question_images_version_1
97,s,344.19999999999993,187.7,14.4,33,18,1,question_8111,19,3,question,question_images_version_1
98,t,358.5999999999999,187.7,14.4,33,19,1,question_8111,19,3,question,question_images_version_1
99,i,372.9999999999999,187.7,14.4,33,20,1,question_8111,19,3,question,question_images_version_1
100,o,387.39999999999986,187.7,14.4,33,21,1,question_8111,19,3,question,question_images_version_1
101,n,401.79999999999984,187.7,14.4,33,22,1,question_8111,19,3,question,question_images_version_1
102, ,416.1999999999998,187.7,14.4,33,23,1,question_8111,19,3,,question_images_version_1
103,l,430.5999999999998,187.7,14.4,33,24,1,question_8111,20,4,looks,question_images_version_1
104,o,444.9999999999998,187.7,14.4,33,25,1,question_8111,20,4,looks,question_images_version_1
105,o,459.39999999999975,187.7,14.4,33,26,1,question_8111,20,4,looks,question_images_version_1
106,k,473.7999999999997,187.7,14.4,33,27,1,question_8111,20,4,looks,question_images_version_1
107,s,488.1999999999997,187.7,14.4,33,28,1,question_8111,20,4,looks,question_images_version_1
108, ,502.5999999999997,187.7,14.4,33,29,1,question_8111,20,4,,question_images_version_1
109,l,516.9999999999997,187.7,14.4,33,30,1,question_8111,21,5,like!,question_images_version_1
110,i,531.3999999999996,187.7,14.4,33,31,1,question_8111,21,5,like!,question_images_version_1
111,k,545.7999999999996,187.7,14.4,33,32,1,question_8111,21,5,like!,question_images_version_1
112,e,560.1999999999996,187.7,14.4,33,33,1,question_8111,21,5,like!,question_images_version_1
113,!,574.5999999999996,187.7,14.4,33,34,1,question_8111,21,5,like!,question_images_version_1
0,G,85.0,456.28000000000003,14.423076923076923,33,0,0,toy_text_3_8_question_8111_target,0,0,George,question_images_version_1
1,e,99.42307692307692,456.28000000000003,14.423076923076923,33,1,0,toy_text_3_8_question_8111_target,0,0,George,question_images_version_1
2,o,113.84615384615384,456.28000000000003,14.423076923076923,33,2,0,toy_text_3_8_question_8111_target,0,0,George,question_images_version_1
